device_name,logical_name,item,stats_type,value,och,center_frequency,och_group,time,side,pn
T1,/1/4/L1,preFecBer,avg,6.52E-05,2,191600000,1,2000/1/10 13:00,A,ot1
T1,/1/6/L1,preFecBer,avg,4.93E-05,1,191400000,1,2000/1/10 13:00,A,ot1
T1,/1/4/L1,preFecBer,instant,6.70E-05,2,191600000,1,2000/1/10 13:00,A,ot1
T1,/1/6/L1,preFecBer,instant,5.04E-05,1,191400000,1,2000/1/10 13:00,A,ot1
T1,/1/4/L1,preFecBer,max,6.81E-05,2,191600000,1,2000/1/10 13:00,A,ot1
T1,/1/6/L1,preFecBer,max,5.11E-05,1,191400000,1,2000/1/10 13:00,A,ot1
T1,/1/4/L1,preFecBer,min,6.30E-05,2,191600000,1,2000/1/10 13:00,A,ot1
T1,/1/6/L1,preFecBer,min,4.76E-05,1,191400000,1,2000/1/10 13:00,A,ot1
T2,/1/1/L1,preFecBer,avg,5.19E-05,3,191800000,1,2000/1/10 13:00,A,ot1
T2,/1/1/L1,preFecBer,instant,5.23E-05,3,191800000,1,2000/1/10 13:00,A,ot1
T2,/1/1/L1,preFecBer,max,5.35E-05,3,191800000,1,2000/1/10 13:00,A,ot1
T2,/1/1/L1,preFecBer,min,5.02E-05,3,191800000,1,2000/1/10 13:00,A,ot1
T3,/1/2/L1,preFecBer,avg,1.32E-05,6,191500000,2,2000/1/10 13:00,A,ot1
T3,/1/4/L1,preFecBer,avg,1.75E-05,4,191700000,2,2000/1/10 13:00,A,ot1
T3,/1/6/L1,preFecBer,avg,1.12E-05,5,191900000,2,2000/1/10 13:00,A,ot1
T3,/1/2/L1,preFecBer,instant,1.31E-05,6,191500000,2,2000/1/10 13:00,A,ot1
T3,/1/4/L1,preFecBer,instant,1.74E-05,4,191700000,2,2000/1/10 13:00,A,ot1
T3,/1/6/L1,preFecBer,instant,1.13E-05,5,191900000,2,2000/1/10 13:00,A,ot1
T3,/1/2/L1,preFecBer,max,1.38E-05,6,191500000,2,2000/1/10 13:00,A,ot1
T3,/1/4/L1,preFecBer,max,1.79E-05,4,191700000,2,2000/1/10 13:00,A,ot1
T3,/1/6/L1,preFecBer,max,1.20E-05,5,191900000,2,2000/1/10 13:00,A,ot1
T3,/1/2/L1,preFecBer,min,1.28E-05,6,191500000,2,2000/1/10 13:00,A,ot1
T3,/1/4/L1,preFecBer,min,1.71E-05,4,191700000,2,2000/1/10 13:00,A,ot1
T3,/1/6/L1,preFecBer,min,1.02E-05,5,191900000,2,2000/1/10 13:00,A,ot1
T16,/1/1/L1,preFecBer,avg,0.00303,25,193000000,4,2000/1/10 13:00,Z,ot2
T16,/1/1/L1,preFecBer,max,0.00364,25,193000000,4,2000/1/10 13:00,Z,ot2
T10,/1/1/L2,preFecBer,avg,0.00207,25,193000000,4,2000/1/10 13:00,A,ot2
T10,/1/1/L2,preFecBer,max,0.00251,25,193000000,4,2000/1/10 13:00,A,ot2
T10,/1/1/L1,preFecBer,avg,0.00163,7,193000000,3,2000/1/10 13:00,Z,ot2
T10,/1/2/L1,preFecBer,avg,0.0016,10,193200000,3,2000/1/10 13:00,Z,ot2
T10,/1/3/L1,preFecBer,avg,0.00149,14,193300000,3,2000/1/10 13:00,Z,ot2
T10,/1/1/L1,preFecBer,max,0.00168,7,193000000,3,2000/1/10 13:00,Z,ot2
T10,/1/2/L1,preFecBer,max,0.00167,10,193200000,3,2000/1/10 13:00,Z,ot2
T10,/1/3/L1,preFecBer,max,0.00158,14,193300000,3,2000/1/10 13:00,Z,ot2
T11,/1/1/L1,preFecBer,avg,0.00329,12,196100000,3,2000/1/10 13:00,Z,ot2
T11,/1/2/L1,preFecBer,avg,0.00338,13,192200000,3,2000/1/10 13:00,Z,ot2
T11,/1/3/L1,preFecBer,avg,0.00179,9,194400000,3,2000/1/10 13:00,Z,ot2
T11,/1/1/L1,preFecBer,max,0.00358,12,196100000,3,2000/1/10 13:00,Z,ot2
T11,/1/2/L1,preFecBer,max,0.00356,13,192200000,3,2000/1/10 13:00,Z,ot2
T11,/1/3/L1,preFecBer,max,0.00197,9,194400000,3,2000/1/10 13:00,Z,ot2
T12,/1/1/L1,preFecBer,avg,0.00246,11,192300000,3,2000/1/10 13:00,Z,ot2
T12,/1/2/L1,preFecBer,avg,0.00237,8,192400000,3,2000/1/10 13:00,Z,ot2
T12,/1/3/L1,preFecBer,avg,0.00151,16,193100000,3,2000/1/10 13:00,Z,ot2
T12,/1/1/L1,preFecBer,max,0.00254,11,192300000,3,2000/1/10 13:00,Z,ot2
T12,/1/2/L1,preFecBer,max,0.00243,8,192400000,3,2000/1/10 13:00,Z,ot2
T12,/1/3/L1,preFecBer,max,0.00155,16,193100000,3,2000/1/10 13:00,Z,ot2
T13,/1/1/L1,preFecBer,avg,0.00192,19,193500000,3,2000/1/10 13:00,Z,ot2
T13,/1/2/L1,preFecBer,avg,0.00164,18,193800000,3,2000/1/10 13:00,Z,ot2
T13,/1/3/L1,preFecBer,avg,0.00477,17,192000000,3,2000/1/10 13:00,Z,ot2
T13,/1/1/L1,preFecBer,max,0.00202,19,193500000,3,2000/1/10 13:00,Z,ot2
T13,/1/2/L1,preFecBer,max,0.00172,18,193800000,3,2000/1/10 13:00,Z,ot2
T13,/1/3/L1,preFecBer,max,0.0051,17,192000000,3,2000/1/10 13:00,Z,ot2
T14,/1/1/L1,preFecBer,avg,0.00216,15,192500000,3,2000/1/10 13:00,Z,ot2
T14,/1/1/L1,preFecBer,max,0.00224,15,192500000,3,2000/1/10 13:00,Z,ot2
T16,/1/1/L2,preFecBer,avg,0.00159,22,193200000,4,2000/1/10 13:00,Z,ot2
T16,/1/2/L1,preFecBer,avg,0.00187,21,192200000,4,2000/1/10 13:00,Z,ot2
T16,/1/3/L1,preFecBer,avg,0.0019,23,196100000,4,2000/1/10 13:00,Z,ot2
T16,/1/3/L2,preFecBer,avg,0.00183,20,194400000,4,2000/1/10 13:00,Z,ot2
T16,/1/1/L2,preFecBer,max,0.0018,22,193200000,4,2000/1/10 13:00,Z,ot2
T16,/1/2/L1,preFecBer,max,0.00205,21,192200000,4,2000/1/10 13:00,Z,ot2
T16,/1/3/L1,preFecBer,max,0.00222,23,196100000,4,2000/1/10 13:00,Z,ot2
T16,/1/3/L2,preFecBer,max,0.00198,20,194400000,4,2000/1/10 13:00,Z,ot2
T17,/1/2/L1,preFecBer,avg,0.00389,24,192500000,4,2000/1/10 13:00,Z,ot2
T17,/1/2/L1,preFecBer,max,0.0048,24,192500000,4,2000/1/10 13:00,Z,ot2
T5,/1/1/L2,preFecBer,avg,0.00135,7,193000000,3,2000/1/10 13:00,A,ot2
T5,/1/2/L2,preFecBer,avg,0.00105,10,193200000,3,2000/1/10 13:00,A,ot2
T5,/1/3/L2,preFecBer,avg,0.00127,14,193300000,3,2000/1/10 13:00,A,ot2
T5,/1/4/L2,preFecBer,avg,0.00201,9,194400000,3,2000/1/10 13:00,A,ot2
T5,/1/1/L2,preFecBer,max,0.0015,7,193000000,3,2000/1/10 13:00,A,ot2
T5,/1/2/L2,preFecBer,max,0.00115,10,193200000,3,2000/1/10 13:00,A,ot2
T5,/1/3/L2,preFecBer,max,0.0013,14,193300000,3,2000/1/10 13:00,A,ot2
T5,/1/4/L2,preFecBer,max,0.00222,9,194400000,3,2000/1/10 13:00,A,ot2
T6,/1/1/L2,preFecBer,avg,0.00216,12,196100000,3,2000/1/10 13:00,A,ot2
T6,/1/2/L2,preFecBer,avg,0.00163,13,192200000,3,2000/1/10 13:00,A,ot2
T6,/1/1/L2,preFecBer,max,0.00247,12,196100000,3,2000/1/10 13:00,A,ot2
T6,/1/2/L2,preFecBer,max,0.00175,13,192200000,3,2000/1/10 13:00,A,ot2
T7,/1/1/L2,preFecBer,avg,0.00157,11,192300000,3,2000/1/10 13:00,A,ot2
T7,/1/2/L2,preFecBer,avg,0.00146,8,192400000,3,2000/1/10 13:00,A,ot2
T7,/1/3/L2,preFecBer,avg,0.00127,16,193100000,3,2000/1/10 13:00,A,ot2
T7,/1/4/L2,preFecBer,avg,0.00136,19,193500000,3,2000/1/10 13:00,A,ot2
T7,/1/1/L2,preFecBer,max,0.0017,11,192300000,3,2000/1/10 13:00,A,ot2
T7,/1/2/L2,preFecBer,max,0.00152,8,192400000,3,2000/1/10 13:00,A,ot2
T7,/1/3/L2,preFecBer,max,0.00135,16,193100000,3,2000/1/10 13:00,A,ot2
T7,/1/4/L2,preFecBer,max,0.00142,19,193500000,3,2000/1/10 13:00,A,ot2
T8,/1/2/L2,preFecBer,avg,0.00126,18,193800000,3,2000/1/10 13:00,A,ot2
T8,/1/3/L2,preFecBer,avg,0.00174,17,192000000,3,2000/1/10 13:00,A,ot2
T8,/1/2/L2,preFecBer,max,0.00142,18,193800000,3,2000/1/10 13:00,A,ot2
T8,/1/3/L2,preFecBer,max,0.00182,17,192000000,3,2000/1/10 13:00,A,ot2
T9,/1/1/L1,preFecBer,avg,0.00172,15,192500000,3,2000/1/10 13:00,A,ot2
T9,/1/1/L1,preFecBer,max,0.00203,15,192500000,3,2000/1/10 13:00,A,ot2
T10,/1/2/L2,preFecBer,avg,0.0019,22,193200000,4,2000/1/10 13:00,A,ot2
T10,/1/2/L2,preFecBer,max,0.00214,22,193200000,4,2000/1/10 13:00,A,ot2
T11,/1/1/L2,preFecBer,avg,0.00274,23,196100000,4,2000/1/10 13:00,A,ot2
T11,/1/2/L2,preFecBer,avg,0.0018,21,192200000,4,2000/1/10 13:00,A,ot2
T11,/1/3/L2,preFecBer,avg,0.0016,20,194400000,4,2000/1/10 13:00,A,ot2
T11,/1/1/L2,preFecBer,max,0.0029,23,196100000,4,2000/1/10 13:00,A,ot2
T11,/1/2/L2,preFecBer,max,0.00195,21,192200000,4,2000/1/10 13:00,A,ot2
T11,/1/3/L2,preFecBer,max,0.00191,20,194400000,4,2000/1/10 13:00,A,ot2
T14,/1/1/L2,preFecBer,avg,0.00155,24,192500000,4,2000/1/10 13:00,A,ot2
T14,/1/1/L2,preFecBer,max,0.00166,24,192500000,4,2000/1/10 13:00,A,ot2
T3,/1/1/L1,preFecBer,avg,3.79E-05,1,191400000,1,2000/1/10 14:00,Z,ot1
T3,/1/3/L1,preFecBer,avg,5.39E-05,2,191600000,1,2000/1/10 14:00,Z,ot1
T3,/1/5/L1,preFecBer,avg,4.47E-05,3,191800000,1,2000/1/10 14:00,Z,ot1
T3,/1/1/L1,preFecBer,instant,3.77E-05,1,191400000,1,2000/1/10 14:00,Z,ot1
T3,/1/3/L1,preFecBer,instant,5.37E-05,2,191600000,1,2000/1/10 14:00,Z,ot1
T3,/1/5/L1,preFecBer,instant,4.44E-05,3,191800000,1,2000/1/10 14:00,Z,ot1
T3,/1/1/L1,preFecBer,max,3.85E-05,1,191400000,1,2000/1/10 14:00,Z,ot1
T3,/1/3/L1,preFecBer,max,5.47E-05,2,191600000,1,2000/1/10 14:00,Z,ot1
T3,/1/5/L1,preFecBer,max,4.57E-05,3,191800000,1,2000/1/10 14:00,Z,ot1
T3,/1/1/L1,preFecBer,min,3.73E-05,1,191400000,1,2000/1/10 14:00,Z,ot1
T3,/1/3/L1,preFecBer,min,5.31E-05,2,191600000,1,2000/1/10 14:00,Z,ot1
T3,/1/5/L1,preFecBer,min,4.37E-05,3,191800000,1,2000/1/10 14:00,Z,ot1
T4,/1/1/L1,preFecBer,avg,1.66E-05,6,191500000,2,2000/1/10 14:00,Z,ot1
T4,/1/2/L1,preFecBer,avg,1.56E-05,4,191700000,2,2000/1/10 14:00,Z,ot1
T4,/1/3/L1,preFecBer,avg,1.13E-05,5,191900000,2,2000/1/10 14:00,Z,ot1
T4,/1/1/L1,preFecBer,instant,1.73E-05,6,191500000,2,2000/1/10 14:00,Z,ot1
T4,/1/2/L1,preFecBer,instant,1.66E-05,4,191700000,2,2000/1/10 14:00,Z,ot1
T4,/1/3/L1,preFecBer,instant,1.22E-05,5,191900000,2,2000/1/10 14:00,Z,ot1
T4,/1/1/L1,preFecBer,max,1.79E-05,6,191500000,2,2000/1/10 14:00,Z,ot1
T4,/1/2/L1,preFecBer,max,1.70E-05,4,191700000,2,2000/1/10 14:00,Z,ot1
T4,/1/3/L1,preFecBer,max,1.27E-05,5,191900000,2,2000/1/10 14:00,Z,ot1
T4,/1/1/L1,preFecBer,min,1.54E-05,6,191500000,2,2000/1/10 14:00,Z,ot1
T4,/1/2/L1,preFecBer,min,1.45E-05,4,191700000,2,2000/1/10 14:00,Z,ot1
T4,/1/3/L1,preFecBer,min,1.01E-05,5,191900000,2,2000/1/10 14:00,Z,ot1
T1,/1/4/L1,preFecBer,avg,7.54E-05,2,191600000,1,2000/1/10 14:00,A,ot1
T1,/1/6/L1,preFecBer,avg,5.61E-05,1,191400000,1,2000/1/10 14:00,A,ot1
T1,/1/4/L1,preFecBer,instant,7.87E-05,2,191600000,1,2000/1/10 14:00,A,ot1
T1,/1/6/L1,preFecBer,instant,5.68E-05,1,191400000,1,2000/1/10 14:00,A,ot1
T1,/1/4/L1,preFecBer,max,8.15E-05,2,191600000,1,2000/1/10 14:00,A,ot1
T1,/1/6/L1,preFecBer,max,5.87E-05,1,191400000,1,2000/1/10 14:00,A,ot1
T1,/1/4/L1,preFecBer,min,7.11E-05,2,191600000,1,2000/1/10 14:00,A,ot1
T1,/1/6/L1,preFecBer,min,5.40E-05,1,191400000,1,2000/1/10 14:00,A,ot1
T2,/1/1/L1,preFecBer,avg,5.85E-05,3,191800000,1,2000/1/10 14:00,A,ot1
T2,/1/1/L1,preFecBer,instant,5.98E-05,3,191800000,1,2000/1/10 14:00,A,ot1
T2,/1/1/L1,preFecBer,max,6.18E-05,3,191800000,1,2000/1/10 14:00,A,ot1
T2,/1/1/L1,preFecBer,min,5.62E-05,3,191800000,1,2000/1/10 14:00,A,ot1
T3,/1/2/L1,preFecBer,avg,1.35E-05,6,191500000,2,2000/1/10 14:00,A,ot1
T3,/1/4/L1,preFecBer,avg,1.83E-05,4,191700000,2,2000/1/10 14:00,A,ot1
T3,/1/6/L1,preFecBer,avg,1.09E-05,5,191900000,2,2000/1/10 14:00,A,ot1
T3,/1/2/L1,preFecBer,instant,1.33E-05,6,191500000,2,2000/1/10 14:00,A,ot1
T3,/1/4/L1,preFecBer,instant,1.84E-05,4,191700000,2,2000/1/10 14:00,A,ot1
T3,/1/6/L1,preFecBer,instant,1.05E-05,5,191900000,2,2000/1/10 14:00,A,ot1
T3,/1/2/L1,preFecBer,max,1.39E-05,6,191500000,2,2000/1/10 14:00,A,ot1
T3,/1/4/L1,preFecBer,max,1.89E-05,4,191700000,2,2000/1/10 14:00,A,ot1
T3,/1/6/L1,preFecBer,max,1.15E-05,5,191900000,2,2000/1/10 14:00,A,ot1
T3,/1/2/L1,preFecBer,min,1.30E-05,6,191500000,2,2000/1/10 14:00,A,ot1
T3,/1/4/L1,preFecBer,min,1.76E-05,4,191700000,2,2000/1/10 14:00,A,ot1
T3,/1/6/L1,preFecBer,min,1.04E-05,5,191900000,2,2000/1/10 14:00,A,ot1
T16,/1/1/L1,preFecBer,avg,0.00452,25,193000000,4,2000/1/10 14:00,Z,ot2
T16,/1/1/L1,preFecBer,max,0.00488,25,193000000,4,2000/1/10 14:00,Z,ot2
T10,/1/1/L2,preFecBer,avg,0.00249,25,193000000,4,2000/1/10 14:00,A,ot2
T10,/1/1/L2,preFecBer,max,0.00274,25,193000000,4,2000/1/10 14:00,A,ot2
T10,/1/1/L1,preFecBer,avg,0.0017,7,193000000,3,2000/1/10 14:00,Z,ot2
T10,/1/2/L1,preFecBer,avg,0.00165,10,193200000,3,2000/1/10 14:00,Z,ot2
T10,/1/3/L1,preFecBer,avg,0.00152,14,193300000,3,2000/1/10 14:00,Z,ot2
T10,/1/1/L1,preFecBer,max,0.00176,7,193000000,3,2000/1/10 14:00,Z,ot2
T10,/1/2/L1,preFecBer,max,0.00173,10,193200000,3,2000/1/10 14:00,Z,ot2
T10,/1/3/L1,preFecBer,max,0.00159,14,193300000,3,2000/1/10 14:00,Z,ot2
T11,/1/1/L1,preFecBer,avg,0.00322,12,196100000,3,2000/1/10 14:00,Z,ot2
T11,/1/2/L1,preFecBer,avg,0.00332,13,192200000,3,2000/1/10 14:00,Z,ot2
T11,/1/3/L1,preFecBer,avg,0.00232,9,194400000,3,2000/1/10 14:00,Z,ot2
T11,/1/1/L1,preFecBer,max,0.00352,12,196100000,3,2000/1/10 14:00,Z,ot2
T11,/1/2/L1,preFecBer,max,0.00347,13,192200000,3,2000/1/10 14:00,Z,ot2
T11,/1/3/L1,preFecBer,max,0.00272,9,194400000,3,2000/1/10 14:00,Z,ot2
T12,/1/1/L1,preFecBer,avg,0.00246,11,192300000,3,2000/1/10 14:00,Z,ot2
T12,/1/2/L1,preFecBer,avg,0.00237,8,192400000,3,2000/1/10 14:00,Z,ot2
T12,/1/3/L1,preFecBer,avg,0.00151,16,193100000,3,2000/1/10 14:00,Z,ot2
T12,/1/1/L1,preFecBer,max,0.00253,11,192300000,3,2000/1/10 14:00,Z,ot2
T12,/1/2/L1,preFecBer,max,0.00243,8,192400000,3,2000/1/10 14:00,Z,ot2
T12,/1/3/L1,preFecBer,max,0.00156,16,193100000,3,2000/1/10 14:00,Z,ot2
T13,/1/1/L1,preFecBer,avg,0.00195,19,193500000,3,2000/1/10 14:00,Z,ot2
T13,/1/2/L1,preFecBer,avg,0.00171,18,193800000,3,2000/1/10 14:00,Z,ot2
T13,/1/3/L1,preFecBer,avg,0.00465,17,192000000,3,2000/1/10 14:00,Z,ot2
T13,/1/1/L1,preFecBer,max,0.00208,19,193500000,3,2000/1/10 14:00,Z,ot2
T13,/1/2/L1,preFecBer,max,0.00183,18,193800000,3,2000/1/10 14:00,Z,ot2
T13,/1/3/L1,preFecBer,max,0.0048,17,192000000,3,2000/1/10 14:00,Z,ot2
T14,/1/1/L1,preFecBer,avg,0.00217,15,192500000,3,2000/1/10 14:00,Z,ot2
T14,/1/1/L1,preFecBer,max,0.00225,15,192500000,3,2000/1/10 14:00,Z,ot2
T16,/1/1/L2,preFecBer,avg,0.00176,22,193200000,4,2000/1/10 14:00,Z,ot2
T16,/1/2/L1,preFecBer,avg,0.00191,21,192200000,4,2000/1/10 14:00,Z,ot2
T16,/1/3/L1,preFecBer,avg,0.00215,23,196100000,4,2000/1/10 14:00,Z,ot2
T16,/1/3/L2,preFecBer,avg,0.00218,20,194400000,4,2000/1/10 14:00,Z,ot2
T16,/1/1/L2,preFecBer,max,0.00206,22,193200000,4,2000/1/10 14:00,Z,ot2
T16,/1/2/L1,preFecBer,max,0.00219,21,192200000,4,2000/1/10 14:00,Z,ot2
T16,/1/3/L1,preFecBer,max,0.00242,23,196100000,4,2000/1/10 14:00,Z,ot2
T16,/1/3/L2,preFecBer,max,0.00233,20,194400000,4,2000/1/10 14:00,Z,ot2
T17,/1/2/L1,preFecBer,avg,0.00411,24,192500000,4,2000/1/10 14:00,Z,ot2
T17,/1/2/L1,preFecBer,max,0.0047,24,192500000,4,2000/1/10 14:00,Z,ot2
T5,/1/1/L2,preFecBer,avg,0.00136,7,193000000,3,2000/1/10 14:00,A,ot2
T5,/1/2/L2,preFecBer,avg,0.00106,10,193200000,3,2000/1/10 14:00,A,ot2
T5,/1/3/L2,preFecBer,avg,0.00129,14,193300000,3,2000/1/10 14:00,A,ot2
T5,/1/4/L2,preFecBer,avg,0.00176,9,194400000,3,2000/1/10 14:00,A,ot2
T5,/1/1/L2,preFecBer,max,0.00145,7,193000000,3,2000/1/10 14:00,A,ot2
T5,/1/2/L2,preFecBer,max,0.00109,10,193200000,3,2000/1/10 14:00,A,ot2
T5,/1/3/L2,preFecBer,max,0.00133,14,193300000,3,2000/1/10 14:00,A,ot2
T5,/1/4/L2,preFecBer,max,0.00187,9,194400000,3,2000/1/10 14:00,A,ot2
T6,/1/1/L2,preFecBer,avg,0.0024,12,196100000,3,2000/1/10 14:00,A,ot2
T6,/1/2/L2,preFecBer,avg,0.00169,13,192200000,3,2000/1/10 14:00,A,ot2
T6,/1/1/L2,preFecBer,max,0.00257,12,196100000,3,2000/1/10 14:00,A,ot2
T6,/1/2/L2,preFecBer,max,0.00176,13,192200000,3,2000/1/10 14:00,A,ot2
T7,/1/1/L2,preFecBer,avg,0.0016,11,192300000,3,2000/1/10 14:00,A,ot2
T7,/1/2/L2,preFecBer,avg,0.00153,8,192400000,3,2000/1/10 14:00,A,ot2
T7,/1/3/L2,preFecBer,avg,0.00133,16,193100000,3,2000/1/10 14:00,A,ot2
T7,/1/4/L2,preFecBer,avg,0.00147,19,193500000,3,2000/1/10 14:00,A,ot2
T7,/1/1/L2,preFecBer,max,0.00166,11,192300000,3,2000/1/10 14:00,A,ot2
T7,/1/2/L2,preFecBer,max,0.00158,8,192400000,3,2000/1/10 14:00,A,ot2
T7,/1/3/L2,preFecBer,max,0.00137,16,193100000,3,2000/1/10 14:00,A,ot2
T7,/1/4/L2,preFecBer,max,0.00156,19,193500000,3,2000/1/10 14:00,A,ot2
T8,/1/2/L2,preFecBer,avg,0.00142,18,193800000,3,2000/1/10 14:00,A,ot2
T8,/1/3/L2,preFecBer,avg,0.00162,17,192000000,3,2000/1/10 14:00,A,ot2
T8,/1/2/L2,preFecBer,max,0.00152,18,193800000,3,2000/1/10 14:00,A,ot2
T8,/1/3/L2,preFecBer,max,0.00169,17,192000000,3,2000/1/10 14:00,A,ot2
T9,/1/1/L1,preFecBer,avg,0.00188,15,192500000,3,2000/1/10 14:00,A,ot2
T9,/1/1/L1,preFecBer,max,0.00199,15,192500000,3,2000/1/10 14:00,A,ot2
T10,/1/2/L2,preFecBer,avg,0.00215,22,193200000,4,2000/1/10 14:00,A,ot2
T10,/1/2/L2,preFecBer,max,0.00238,22,193200000,4,2000/1/10 14:00,A,ot2
T11,/1/1/L2,preFecBer,avg,0.00381,23,196100000,4,2000/1/10 14:00,A,ot2
T11,/1/2/L2,preFecBer,avg,0.00135,21,192200000,4,2000/1/10 14:00,A,ot2
T11,/1/3/L2,preFecBer,avg,0.00177,20,194400000,4,2000/1/10 14:00,A,ot2
T11,/1/1/L2,preFecBer,max,0.00404,23,196100000,4,2000/1/10 14:00,A,ot2
T11,/1/2/L2,preFecBer,max,0.00155,21,192200000,4,2000/1/10 14:00,A,ot2
T11,/1/3/L2,preFecBer,max,0.00187,20,194400000,4,2000/1/10 14:00,A,ot2
T14,/1/1/L2,preFecBer,avg,0.00148,24,192500000,4,2000/1/10 14:00,A,ot2
T14,/1/1/L2,preFecBer,max,0.00154,24,192500000,4,2000/1/10 14:00,A,ot2
T3,/1/1/L1,preFecBer,avg,3.86E-05,1,191400000,1,2000/1/10 15:00,Z,ot1
T3,/1/3/L1,preFecBer,avg,5.44E-05,2,191600000,1,2000/1/10 15:00,Z,ot1
T3,/1/5/L1,preFecBer,avg,4.59E-05,3,191800000,1,2000/1/10 15:00,Z,ot1
T3,/1/1/L1,preFecBer,instant,3.89E-05,1,191400000,1,2000/1/10 15:00,Z,ot1
T3,/1/3/L1,preFecBer,instant,5.47E-05,2,191600000,1,2000/1/10 15:00,Z,ot1
T3,/1/5/L1,preFecBer,instant,4.53E-05,3,191800000,1,2000/1/10 15:00,Z,ot1
T3,/1/1/L1,preFecBer,max,3.94E-05,1,191400000,1,2000/1/10 15:00,Z,ot1
T3,/1/3/L1,preFecBer,max,5.53E-05,2,191600000,1,2000/1/10 15:00,Z,ot1
T3,/1/5/L1,preFecBer,max,4.76E-05,3,191800000,1,2000/1/10 15:00,Z,ot1
T3,/1/1/L1,preFecBer,min,3.78E-05,1,191400000,1,2000/1/10 15:00,Z,ot1
T3,/1/3/L1,preFecBer,min,5.34E-05,2,191600000,1,2000/1/10 15:00,Z,ot1
T3,/1/5/L1,preFecBer,min,4.43E-05,3,191800000,1,2000/1/10 15:00,Z,ot1
T4,/1/1/L1,preFecBer,avg,1.75E-05,6,191500000,2,2000/1/10 15:00,Z,ot1
T4,/1/2/L1,preFecBer,avg,1.50E-05,4,191700000,2,2000/1/10 15:00,Z,ot1
T4,/1/3/L1,preFecBer,avg,1.12E-05,5,191900000,2,2000/1/10 15:00,Z,ot1
T4,/1/1/L1,preFecBer,instant,1.87E-05,6,191500000,2,2000/1/10 15:00,Z,ot1
T4,/1/2/L1,preFecBer,instant,1.51E-05,4,191700000,2,2000/1/10 15:00,Z,ot1
T4,/1/3/L1,preFecBer,instant,1.19E-05,5,191900000,2,2000/1/10 15:00,Z,ot1
T4,/1/1/L1,preFecBer,max,1.93E-05,6,191500000,2,2000/1/10 15:00,Z,ot1
T4,/1/2/L1,preFecBer,max,1.69E-05,4,191700000,2,2000/1/10 15:00,Z,ot1
T4,/1/3/L1,preFecBer,max,1.28E-05,5,191900000,2,2000/1/10 15:00,Z,ot1
T4,/1/1/L1,preFecBer,min,1.60E-05,6,191500000,2,2000/1/10 15:00,Z,ot1
T4,/1/2/L1,preFecBer,min,1.42E-05,4,191700000,2,2000/1/10 15:00,Z,ot1
T4,/1/3/L1,preFecBer,min,1.04E-05,5,191900000,2,2000/1/10 15:00,Z,ot1
T1,/1/4/L1,preFecBer,avg,7.70E-05,2,191600000,1,2000/1/10 15:00,A,ot1
T1,/1/6/L1,preFecBer,avg,5.91E-05,1,191400000,1,2000/1/10 15:00,A,ot1
T1,/1/4/L1,preFecBer,instant,7.67E-05,2,191600000,1,2000/1/10 15:00,A,ot1
T1,/1/6/L1,preFecBer,instant,5.94E-05,1,191400000,1,2000/1/10 15:00,A,ot1
T1,/1/4/L1,preFecBer,max,8.45E-05,2,191600000,1,2000/1/10 15:00,A,ot1
T1,/1/6/L1,preFecBer,max,6.20E-05,1,191400000,1,2000/1/10 15:00,A,ot1
T1,/1/4/L1,preFecBer,min,7.26E-05,2,191600000,1,2000/1/10 15:00,A,ot1
T1,/1/6/L1,preFecBer,min,5.64E-05,1,191400000,1,2000/1/10 15:00,A,ot1
T2,/1/1/L1,preFecBer,avg,6.04E-05,3,191800000,1,2000/1/10 15:00,A,ot1
T2,/1/1/L1,preFecBer,instant,5.98E-05,3,191800000,1,2000/1/10 15:00,A,ot1
T2,/1/1/L1,preFecBer,max,6.28E-05,3,191800000,1,2000/1/10 15:00,A,ot1
T2,/1/1/L1,preFecBer,min,5.85E-05,3,191800000,1,2000/1/10 15:00,A,ot1
T3,/1/2/L1,preFecBer,avg,1.34E-05,6,191500000,2,2000/1/10 15:00,A,ot1
T3,/1/4/L1,preFecBer,avg,1.74E-05,4,191700000,2,2000/1/10 15:00,A,ot1
T3,/1/6/L1,preFecBer,avg,1.00E-05,5,191900000,2,2000/1/10 15:00,A,ot1
T3,/1/2/L1,preFecBer,instant,1.29E-05,6,191500000,2,2000/1/10 15:00,A,ot1
T3,/1/4/L1,preFecBer,instant,1.75E-05,4,191700000,2,2000/1/10 15:00,A,ot1
T3,/1/6/L1,preFecBer,instant,9.78E-06,5,191900000,2,2000/1/10 15:00,A,ot1
T3,/1/2/L1,preFecBer,max,1.39E-05,6,191500000,2,2000/1/10 15:00,A,ot1
T3,/1/4/L1,preFecBer,max,1.81E-05,4,191700000,2,2000/1/10 15:00,A,ot1
T3,/1/6/L1,preFecBer,max,1.07E-05,5,191900000,2,2000/1/10 15:00,A,ot1
T3,/1/2/L1,preFecBer,min,1.29E-05,6,191500000,2,2000/1/10 15:00,A,ot1
T3,/1/4/L1,preFecBer,min,1.71E-05,4,191700000,2,2000/1/10 15:00,A,ot1
T3,/1/6/L1,preFecBer,min,9.39E-06,5,191900000,2,2000/1/10 15:00,A,ot1
T16,/1/1/L1,preFecBer,avg,0.00318,25,193000000,4,2000/1/10 15:00,Z,ot2
T16,/1/1/L1,preFecBer,max,0.00349,25,193000000,4,2000/1/10 15:00,Z,ot2
