device_name,logical_name,item,stats_type,value,och,center_frequency,och_group,time,side,pn
T3,/1/5/L1,preFecBer,instant,0.00179,3,191800000,1,2000/1/4 01:00,Z,ot1
T3,/1/1/L1,preFecBer,max,0.0013,1,191400000,1,2000/1/4 01:00,Z,ot1
T3,/1/3/L1,preFecBer,max,0.00168,2,191600000,1,2000/1/4 01:00,Z,ot1
T3,/1/5/L1,preFecBer,max,0.00182,3,191800000,1,2000/1/4 01:00,Z,ot1
T3,/1/1/L1,preFecBer,min,0.00124,1,191400000,1,2000/1/4 01:00,Z,ot1
T3,/1/3/L1,preFecBer,min,0.00162,2,191600000,1,2000/1/4 01:00,Z,ot1
T3,/1/5/L1,preFecBer,min,0.00172,3,191800000,1,2000/1/4 01:00,Z,ot1
T4,/1/1/L1,preFecBer,avg,2.39E-05,6,191500000,2,2000/1/4 01:00,Z,ot1
T4,/1/2/L1,preFecBer,avg,2.86E-05,4,191700000,2,2000/1/4 01:00,Z,ot1
T4,/1/3/L1,preFecBer,avg,1.99E-05,5,191900000,2,2000/1/4 01:00,Z,ot1
T4,/1/1/L1,preFecBer,instant,2.36E-05,6,191500000,2,2000/1/4 01:00,Z,ot1
T4,/1/2/L1,preFecBer,instant,2.86E-05,4,191700000,2,2000/1/4 01:00,Z,ot1
T4,/1/3/L1,preFecBer,instant,1.99E-05,5,191900000,2,2000/1/4 01:00,Z,ot1
T4,/1/1/L1,preFecBer,max,2.46E-05,6,191500000,2,2000/1/4 01:00,Z,ot1
T4,/1/2/L1,preFecBer,max,2.94E-05,4,191700000,2,2000/1/4 01:00,Z,ot1
T4,/1/3/L1,preFecBer,max,2.10E-05,5,191900000,2,2000/1/4 01:00,Z,ot1
T4,/1/1/L1,preFecBer,min,2.32E-05,6,191500000,2,2000/1/4 01:00,Z,ot1
T4,/1/2/L1,preFecBer,min,2.78E-05,4,191700000,2,2000/1/4 01:00,Z,ot1
T4,/1/3/L1,preFecBer,min,1.90E-05,5,191900000,2,2000/1/4 01:00,Z,ot1
T1,/1/4/L1,preFecBer,avg,5.32E-05,2,191600000,1,2000/1/4 01:00,A,ot1
T1,/1/6/L1,preFecBer,avg,5.87E-05,1,191400000,1,2000/1/4 01:00,A,ot1
T1,/1/4/L1,preFecBer,instant,5.37E-05,2,191600000,1,2000/1/4 01:00,A,ot1
T1,/1/6/L1,preFecBer,instant,5.84E-05,1,191400000,1,2000/1/4 01:00,A,ot1
T1,/1/4/L1,preFecBer,max,5.54E-05,2,191600000,1,2000/1/4 01:00,A,ot1
T1,/1/6/L1,preFecBer,max,6.03E-05,1,191400000,1,2000/1/4 01:00,A,ot1
T1,/1/4/L1,preFecBer,min,5.18E-05,2,191600000,1,2000/1/4 01:00,A,ot1
T1,/1/6/L1,preFecBer,min,5.74E-05,1,191400000,1,2000/1/4 01:00,A,ot1
T2,/1/1/L1,preFecBer,avg,4.79E-05,3,191800000,1,2000/1/4 01:00,A,ot1
T2,/1/1/L1,preFecBer,instant,4.75E-05,3,191800000,1,2000/1/4 01:00,A,ot1
T2,/1/1/L1,preFecBer,max,4.97E-05,3,191800000,1,2000/1/4 01:00,A,ot1
T2,/1/1/L1,preFecBer,min,4.64E-05,3,191800000,1,2000/1/4 01:00,A,ot1
T3,/1/2/L1,preFecBer,avg,0.000744,6,191500000,2,2000/1/4 01:00,A,ot1
T3,/1/4/L1,preFecBer,avg,0.000887,4,191700000,2,2000/1/4 01:00,A,ot1
T3,/1/6/L1,preFecBer,avg,0.000529,5,191900000,2,2000/1/4 01:00,A,ot1
T3,/1/2/L1,preFecBer,instant,0.000756,6,191500000,2,2000/1/4 01:00,A,ot1
T3,/1/4/L1,preFecBer,instant,0.000913,4,191700000,2,2000/1/4 01:00,A,ot1
T3,/1/6/L1,preFecBer,instant,0.000534,5,191900000,2,2000/1/4 01:00,A,ot1
T3,/1/2/L1,preFecBer,max,0.000787,6,191500000,2,2000/1/4 01:00,A,ot1
T3,/1/4/L1,preFecBer,max,0.000929,4,191700000,2,2000/1/4 01:00,A,ot1
T3,/1/6/L1,preFecBer,max,0.000552,5,191900000,2,2000/1/4 01:00,A,ot1
T3,/1/2/L1,preFecBer,min,0.000716,6,191500000,2,2000/1/4 01:00,A,ot1
T3,/1/4/L1,preFecBer,min,0.000841,4,191700000,2,2000/1/4 01:00,A,ot1
T3,/1/6/L1,preFecBer,min,0.00051,5,191900000,2,2000/1/4 01:00,A,ot1
T3,/1/1/L1,preFecBer,avg,0.00126,1,191400000,1,2000/1/4 02:00,Z,ot1
T3,/1/3/L1,preFecBer,avg,0.00165,2,191600000,1,2000/1/4 02:00,Z,ot1
T3,/1/5/L1,preFecBer,avg,0.00174,3,191800000,1,2000/1/4 02:00,Z,ot1
T3,/1/1/L1,preFecBer,instant,0.00124,1,191400000,1,2000/1/4 02:00,Z,ot1
T3,/1/3/L1,preFecBer,instant,0.00163,2,191600000,1,2000/1/4 02:00,Z,ot1
T3,/1/5/L1,preFecBer,instant,0.00171,3,191800000,1,2000/1/4 02:00,Z,ot1
T3,/1/1/L1,preFecBer,max,0.00129,1,191400000,1,2000/1/4 02:00,Z,ot1
T3,/1/3/L1,preFecBer,max,0.00169,2,191600000,1,2000/1/4 02:00,Z,ot1
T3,/1/5/L1,preFecBer,max,0.0018,3,191800000,1,2000/1/4 02:00,Z,ot1
T3,/1/1/L1,preFecBer,min,0.00122,1,191400000,1,2000/1/4 02:00,Z,ot1
T3,/1/3/L1,preFecBer,min,0.0016,2,191600000,1,2000/1/4 02:00,Z,ot1
T3,/1/5/L1,preFecBer,min,0.00168,3,191800000,1,2000/1/4 02:00,Z,ot1
T4,/1/1/L1,preFecBer,avg,2.42E-05,6,191500000,2,2000/1/4 02:00,Z,ot1
T4,/1/2/L1,preFecBer,avg,2.86E-05,4,191700000,2,2000/1/4 02:00,Z,ot1
T4,/1/3/L1,preFecBer,avg,1.98E-05,5,191900000,2,2000/1/4 02:00,Z,ot1
T4,/1/1/L1,preFecBer,instant,2.46E-05,6,191500000,2,2000/1/4 02:00,Z,ot1
T4,/1/2/L1,preFecBer,instant,2.89E-05,4,191700000,2,2000/1/4 02:00,Z,ot1
T4,/1/3/L1,preFecBer,instant,2.01E-05,5,191900000,2,2000/1/4 02:00,Z,ot1
T4,/1/1/L1,preFecBer,max,2.49E-05,6,191500000,2,2000/1/4 02:00,Z,ot1
T4,/1/2/L1,preFecBer,max,2.94E-05,4,191700000,2,2000/1/4 02:00,Z,ot1
T4,/1/3/L1,preFecBer,max,2.09E-05,5,191900000,2,2000/1/4 02:00,Z,ot1
T4,/1/1/L1,preFecBer,min,2.35E-05,6,191500000,2,2000/1/4 02:00,Z,ot1
T4,/1/2/L1,preFecBer,min,2.77E-05,4,191700000,2,2000/1/4 02:00,Z,ot1
T4,/1/3/L1,preFecBer,min,1.89E-05,5,191900000,2,2000/1/4 02:00,Z,ot1
T1,/1/4/L1,preFecBer,avg,5.36E-05,2,191600000,1,2000/1/4 02:00,A,ot1
T1,/1/6/L1,preFecBer,avg,5.98E-05,1,191400000,1,2000/1/4 02:00,A,ot1
T1,/1/4/L1,preFecBer,instant,5.40E-05,2,191600000,1,2000/1/4 02:00,A,ot1
T1,/1/6/L1,preFecBer,instant,6.07E-05,1,191400000,1,2000/1/4 02:00,A,ot1
T1,/1/4/L1,preFecBer,max,5.51E-05,2,191600000,1,2000/1/4 02:00,A,ot1
T1,/1/6/L1,preFecBer,max,6.12E-05,1,191400000,1,2000/1/4 02:00,A,ot1
T1,/1/4/L1,preFecBer,min,5.19E-05,2,191600000,1,2000/1/4 02:00,A,ot1
T1,/1/6/L1,preFecBer,min,5.84E-05,1,191400000,1,2000/1/4 02:00,A,ot1
T2,/1/1/L1,preFecBer,avg,4.86E-05,3,191800000,1,2000/1/4 02:00,A,ot1
T2,/1/1/L1,preFecBer,instant,4.89E-05,3,191800000,1,2000/1/4 02:00,A,ot1
T2,/1/1/L1,preFecBer,max,4.99E-05,3,191800000,1,2000/1/4 02:00,A,ot1
T2,/1/1/L1,preFecBer,min,4.72E-05,3,191800000,1,2000/1/4 02:00,A,ot1
T3,/1/2/L1,preFecBer,avg,0.000736,6,191500000,2,2000/1/4 02:00,A,ot1
T3,/1/4/L1,preFecBer,avg,0.000878,4,191700000,2,2000/1/4 02:00,A,ot1
T3,/1/6/L1,preFecBer,avg,0.00053,5,191900000,2,2000/1/4 02:00,A,ot1
T3,/1/2/L1,preFecBer,instant,0.000735,6,191500000,2,2000/1/4 02:00,A,ot1
T3,/1/4/L1,preFecBer,instant,0.000862,4,191700000,2,2000/1/4 02:00,A,ot1
T3,/1/6/L1,preFecBer,instant,0.000516,5,191900000,2,2000/1/4 02:00,A,ot1
T3,/1/2/L1,preFecBer,max,0.000763,6,191500000,2,2000/1/4 02:00,A,ot1
T3,/1/4/L1,preFecBer,max,0.000922,4,191700000,2,2000/1/4 02:00,A,ot1
T3,/1/6/L1,preFecBer,max,0.000555,5,191900000,2,2000/1/4 02:00,A,ot1
T3,/1/2/L1,preFecBer,min,0.000712,6,191500000,2,2000/1/4 02:00,A,ot1
T3,/1/4/L1,preFecBer,min,0.000828,4,191700000,2,2000/1/4 02:00,A,ot1
T3,/1/6/L1,preFecBer,min,0.000509,5,191900000,2,2000/1/4 02:00,A,ot1
T3,/1/1/L1,preFecBer,avg,0.00123,1,191400000,1,2000/1/4 03:00,Z,ot1
T3,/1/3/L1,preFecBer,avg,0.00161,2,191600000,1,2000/1/4 03:00,Z,ot1
T3,/1/5/L1,preFecBer,avg,0.00172,3,191800000,1,2000/1/4 03:00,Z,ot1
T3,/1/1/L1,preFecBer,instant,0.00124,1,191400000,1,2000/1/4 03:00,Z,ot1
T3,/1/3/L1,preFecBer,instant,0.00163,2,191600000,1,2000/1/4 03:00,Z,ot1
T3,/1/5/L1,preFecBer,instant,0.00172,3,191800000,1,2000/1/4 03:00,Z,ot1
T3,/1/1/L1,preFecBer,max,0.00127,1,191400000,1,2000/1/4 03:00,Z,ot1
T3,/1/3/L1,preFecBer,max,0.00165,2,191600000,1,2000/1/4 03:00,Z,ot1
T3,/1/5/L1,preFecBer,max,0.00178,3,191800000,1,2000/1/4 03:00,Z,ot1
T3,/1/1/L1,preFecBer,min,0.00119,1,191400000,1,2000/1/4 03:00,Z,ot1
T3,/1/3/L1,preFecBer,min,0.00157,2,191600000,1,2000/1/4 03:00,Z,ot1
T3,/1/5/L1,preFecBer,min,0.00166,3,191800000,1,2000/1/4 03:00,Z,ot1
T4,/1/1/L1,preFecBer,avg,2.44E-05,6,191500000,2,2000/1/4 03:00,Z,ot1
T4,/1/2/L1,preFecBer,avg,2.85E-05,4,191700000,2,2000/1/4 03:00,Z,ot1
T4,/1/3/L1,preFecBer,avg,1.91E-05,5,191900000,2,2000/1/4 03:00,Z,ot1
T4,/1/1/L1,preFecBer,instant,2.46E-05,6,191500000,2,2000/1/4 03:00,Z,ot1
T4,/1/2/L1,preFecBer,instant,2.92E-05,4,191700000,2,2000/1/4 03:00,Z,ot1
T4,/1/3/L1,preFecBer,instant,1.94E-05,5,191900000,2,2000/1/4 03:00,Z,ot1
T4,/1/1/L1,preFecBer,max,2.54E-05,6,191500000,2,2000/1/4 03:00,Z,ot1
T4,/1/2/L1,preFecBer,max,3.00E-05,4,191700000,2,2000/1/4 03:00,Z,ot1
T4,/1/3/L1,preFecBer,max,2.00E-05,5,191900000,2,2000/1/4 03:00,Z,ot1
T4,/1/1/L1,preFecBer,min,2.36E-05,6,191500000,2,2000/1/4 03:00,Z,ot1
T4,/1/2/L1,preFecBer,min,2.74E-05,4,191700000,2,2000/1/4 03:00,Z,ot1
T4,/1/3/L1,preFecBer,min,1.84E-05,5,191900000,2,2000/1/4 03:00,Z,ot1
T1,/1/4/L1,preFecBer,avg,5.53E-05,2,191600000,1,2000/1/4 03:00,A,ot1
T1,/1/6/L1,preFecBer,avg,6.03E-05,1,191400000,1,2000/1/4 03:00,A,ot1
T1,/1/4/L1,preFecBer,instant,5.65E-05,2,191600000,1,2000/1/4 03:00,A,ot1
T1,/1/6/L1,preFecBer,instant,6.06E-05,1,191400000,1,2000/1/4 03:00,A,ot1
T1,/1/4/L1,preFecBer,max,5.78E-05,2,191600000,1,2000/1/4 03:00,A,ot1
T1,/1/6/L1,preFecBer,max,6.27E-05,1,191400000,1,2000/1/4 03:00,A,ot1
T1,/1/4/L1,preFecBer,min,5.38E-05,2,191600000,1,2000/1/4 03:00,A,ot1
T1,/1/6/L1,preFecBer,min,5.85E-05,1,191400000,1,2000/1/4 03:00,A,ot1
T2,/1/1/L1,preFecBer,avg,5.05E-05,3,191800000,1,2000/1/4 03:00,A,ot1
T2,/1/1/L1,preFecBer,instant,5.09E-05,3,191800000,1,2000/1/4 03:00,A,ot1
T2,/1/1/L1,preFecBer,max,5.25E-05,3,191800000,1,2000/1/4 03:00,A,ot1
T2,/1/1/L1,preFecBer,min,4.87E-05,3,191800000,1,2000/1/4 03:00,A,ot1
T3,/1/2/L1,preFecBer,avg,0.000727,6,191500000,2,2000/1/4 03:00,A,ot1
T3,/1/4/L1,preFecBer,avg,0.000862,4,191700000,2,2000/1/4 03:00,A,ot1
T3,/1/6/L1,preFecBer,avg,0.000528,5,191900000,2,2000/1/4 03:00,A,ot1
T3,/1/2/L1,preFecBer,instant,0.000731,6,191500000,2,2000/1/4 03:00,A,ot1
T3,/1/4/L1,preFecBer,instant,0.000848,4,191700000,2,2000/1/4 03:00,A,ot1
T3,/1/6/L1,preFecBer,instant,0.000524,5,191900000,2,2000/1/4 03:00,A,ot1
T3,/1/2/L1,preFecBer,max,0.000757,6,191500000,2,2000/1/4 03:00,A,ot1
T3,/1/4/L1,preFecBer,max,0.00091,4,191700000,2,2000/1/4 03:00,A,ot1
T3,/1/6/L1,preFecBer,max,0.000549,5,191900000,2,2000/1/4 03:00,A,ot1
T3,/1/2/L1,preFecBer,min,0.000699,6,191500000,2,2000/1/4 03:00,A,ot1
T3,/1/4/L1,preFecBer,min,0.000817,4,191700000,2,2000/1/4 03:00,A,ot1
T3,/1/6/L1,preFecBer,min,0.000506,5,191900000,2,2000/1/4 03:00,A,ot1
T3,/1/1/L1,preFecBer,avg,0.00121,1,191400000,1,2000/1/4 04:00,Z,ot1
T3,/1/3/L1,preFecBer,avg,0.0016,2,191600000,1,2000/1/4 04:00,Z,ot1
T3,/1/5/L1,preFecBer,avg,0.00171,3,191800000,1,2000/1/4 04:00,Z,ot1
T3,/1/1/L1,preFecBer,instant,0.0012,1,191400000,1,2000/1/4 04:00,Z,ot1
T3,/1/3/L1,preFecBer,instant,0.0016,2,191600000,1,2000/1/4 04:00,Z,ot1
T3,/1/5/L1,preFecBer,instant,0.00167,3,191800000,1,2000/1/4 04:00,Z,ot1
T3,/1/1/L1,preFecBer,max,0.00124,1,191400000,1,2000/1/4 04:00,Z,ot1
T3,/1/3/L1,preFecBer,max,0.00164,2,191600000,1,2000/1/4 04:00,Z,ot1
T3,/1/5/L1,preFecBer,max,0.00176,3,191800000,1,2000/1/4 04:00,Z,ot1
T3,/1/1/L1,preFecBer,min,0.00118,1,191400000,1,2000/1/4 04:00,Z,ot1
T3,/1/3/L1,preFecBer,min,0.00155,2,191600000,1,2000/1/4 04:00,Z,ot1
T3,/1/5/L1,preFecBer,min,0.00164,3,191800000,1,2000/1/4 04:00,Z,ot1
T4,/1/1/L1,preFecBer,avg,2.59E-05,6,191500000,2,2000/1/4 04:00,Z,ot1
T4,/1/2/L1,preFecBer,avg,3.10E-05,4,191700000,2,2000/1/4 04:00,Z,ot1
T4,/1/3/L1,preFecBer,avg,1.85E-05,5,191900000,2,2000/1/4 04:00,Z,ot1
T4,/1/1/L1,preFecBer,instant,2.51E-05,6,191500000,2,2000/1/4 04:00,Z,ot1
T4,/1/2/L1,preFecBer,instant,3.06E-05,4,191700000,2,2000/1/4 04:00,Z,ot1
T4,/1/3/L1,preFecBer,instant,1.90E-05,5,191900000,2,2000/1/4 04:00,Z,ot1
T4,/1/1/L1,preFecBer,max,2.68E-05,6,191500000,2,2000/1/4 04:00,Z,ot1
T4,/1/2/L1,preFecBer,max,3.22E-05,4,191700000,2,2000/1/4 04:00,Z,ot1
T4,/1/3/L1,preFecBer,max,1.99E-05,5,191900000,2,2000/1/4 04:00,Z,ot1
T4,/1/1/L1,preFecBer,min,2.47E-05,6,191500000,2,2000/1/4 04:00,Z,ot1
T4,/1/2/L1,preFecBer,min,3.01E-05,4,191700000,2,2000/1/4 04:00,Z,ot1
T4,/1/3/L1,preFecBer,min,1.75E-05,5,191900000,2,2000/1/4 04:00,Z,ot1
T1,/1/4/L1,preFecBer,avg,5.92E-05,2,191600000,1,2000/1/4 04:00,A,ot1
T1,/1/6/L1,preFecBer,avg,6.33E-05,1,191400000,1,2000/1/4 04:00,A,ot1
T1,/1/4/L1,preFecBer,instant,5.84E-05,2,191600000,1,2000/1/4 04:00,A,ot1
T1,/1/6/L1,preFecBer,instant,6.21E-05,1,191400000,1,2000/1/4 04:00,A,ot1
T1,/1/4/L1,preFecBer,max,6.13E-05,2,191600000,1,2000/1/4 04:00,A,ot1
T1,/1/6/L1,preFecBer,max,6.60E-05,1,191400000,1,2000/1/4 04:00,A,ot1
T1,/1/4/L1,preFecBer,min,5.72E-05,2,191600000,1,2000/1/4 04:00,A,ot1
T1,/1/6/L1,preFecBer,min,6.10E-05,1,191400000,1,2000/1/4 04:00,A,ot1
T2,/1/1/L1,preFecBer,avg,5.05E-05,3,191800000,1,2000/1/4 04:00,A,ot1
T2,/1/1/L1,preFecBer,instant,4.94E-05,3,191800000,1,2000/1/4 04:00,A,ot1
T2,/1/1/L1,preFecBer,max,5.22E-05,3,191800000,1,2000/1/4 04:00,A,ot1
T2,/1/1/L1,preFecBer,min,4.90E-05,3,191800000,1,2000/1/4 04:00,A,ot1
T3,/1/2/L1,preFecBer,avg,0.000719,6,191500000,2,2000/1/4 04:00,A,ot1
T3,/1/4/L1,preFecBer,avg,0.000849,4,191700000,2,2000/1/4 04:00,A,ot1
T3,/1/6/L1,preFecBer,avg,0.000525,5,191900000,2,2000/1/4 04:00,A,ot1
T3,/1/2/L1,preFecBer,instant,0.000727,6,191500000,2,2000/1/4 04:00,A,ot1
T3,/1/4/L1,preFecBer,instant,0.00085,4,191700000,2,2000/1/4 04:00,A,ot1
T3,/1/6/L1,preFecBer,instant,0.000516,5,191900000,2,2000/1/4 04:00,A,ot1
T3,/1/2/L1,preFecBer,max,0.000753,6,191500000,2,2000/1/4 04:00,A,ot1
T3,/1/4/L1,preFecBer,max,0.000894,4,191700000,2,2000/1/4 04:00,A,ot1
T3,/1/6/L1,preFecBer,max,0.000545,5,191900000,2,2000/1/4 04:00,A,ot1
T3,/1/2/L1,preFecBer,min,0.000691,6,191500000,2,2000/1/4 04:00,A,ot1
T3,/1/4/L1,preFecBer,min,0.000819,4,191700000,2,2000/1/4 04:00,A,ot1
T3,/1/6/L1,preFecBer,min,0.000504,5,191900000,2,2000/1/4 04:00,A,ot1
T3,/1/1/L1,preFecBer,avg,0.00121,1,191400000,1,2000/1/4 05:00,Z,ot1
T3,/1/3/L1,preFecBer,avg,0.0016,2,191600000,1,2000/1/4 05:00,Z,ot1
T3,/1/5/L1,preFecBer,avg,0.00169,3,191800000,1,2000/1/4 05:00,Z,ot1
T3,/1/1/L1,preFecBer,instant,0.00121,1,191400000,1,2000/1/4 05:00,Z,ot1
T3,/1/3/L1,preFecBer,instant,0.00159,2,191600000,1,2000/1/4 05:00,Z,ot1
T3,/1/5/L1,preFecBer,instant,0.00166,3,191800000,1,2000/1/4 05:00,Z,ot1
T3,/1/1/L1,preFecBer,max,0.00125,1,191400000,1,2000/1/4 05:00,Z,ot1
T3,/1/3/L1,preFecBer,max,0.00164,2,191600000,1,2000/1/4 05:00,Z,ot1
T3,/1/5/L1,preFecBer,max,0.00177,3,191800000,1,2000/1/4 05:00,Z,ot1
T3,/1/1/L1,preFecBer,min,0.00118,1,191400000,1,2000/1/4 05:00,Z,ot1
T3,/1/3/L1,preFecBer,min,0.00155,2,191600000,1,2000/1/4 05:00,Z,ot1
T3,/1/5/L1,preFecBer,min,0.00164,3,191800000,1,2000/1/4 05:00,Z,ot1
T4,/1/1/L1,preFecBer,avg,2.62E-05,6,191500000,2,2000/1/4 05:00,Z,ot1
T4,/1/2/L1,preFecBer,avg,2.89E-05,4,191700000,2,2000/1/4 05:00,Z,ot1
T4,/1/3/L1,preFecBer,avg,2.01E-05,5,191900000,2,2000/1/4 05:00,Z,ot1
T4,/1/1/L1,preFecBer,instant,2.56E-05,6,191500000,2,2000/1/4 05:00,Z,ot1
T4,/1/2/L1,preFecBer,instant,2.87E-05,4,191700000,2,2000/1/4 05:00,Z,ot1
T4,/1/3/L1,preFecBer,instant,1.95E-05,5,191900000,2,2000/1/4 05:00,Z,ot1
T4,/1/1/L1,preFecBer,max,2.70E-05,6,191500000,2,2000/1/4 05:00,Z,ot1
T4,/1/2/L1,preFecBer,max,2.99E-05,4,191700000,2,2000/1/4 05:00,Z,ot1
T4,/1/3/L1,preFecBer,max,2.14E-05,5,191900000,2,2000/1/4 05:00,Z,ot1
T4,/1/1/L1,preFecBer,min,2.54E-05,6,191500000,2,2000/1/4 05:00,Z,ot1
T4,/1/2/L1,preFecBer,min,2.81E-05,4,191700000,2,2000/1/4 05:00,Z,ot1
T4,/1/3/L1,preFecBer,min,1.90E-05,5,191900000,2,2000/1/4 05:00,Z,ot1
T1,/1/4/L1,preFecBer,avg,5.68E-05,2,191600000,1,2000/1/4 05:00,A,ot1
T1,/1/6/L1,preFecBer,avg,6.18E-05,1,191400000,1,2000/1/4 05:00,A,ot1
T1,/1/4/L1,preFecBer,instant,5.67E-05,2,191600000,1,2000/1/4 05:00,A,ot1
T1,/1/6/L1,preFecBer,instant,6.18E-05,1,191400000,1,2000/1/4 05:00,A,ot1
T1,/1/4/L1,preFecBer,max,5.81E-05,2,191600000,1,2000/1/4 05:00,A,ot1
T1,/1/6/L1,preFecBer,max,6.33E-05,1,191400000,1,2000/1/4 05:00,A,ot1
T1,/1/4/L1,preFecBer,min,5.53E-05,2,191600000,1,2000/1/4 05:00,A,ot1
T1,/1/6/L1,preFecBer,min,6.07E-05,1,191400000,1,2000/1/4 05:00,A,ot1
T2,/1/1/L1,preFecBer,avg,5.04E-05,3,191800000,1,2000/1/4 05:00,A,ot1
T2,/1/1/L1,preFecBer,instant,5.04E-05,3,191800000,1,2000/1/4 05:00,A,ot1
T2,/1/1/L1,preFecBer,max,5.14E-05,3,191800000,1,2000/1/4 05:00,A,ot1
T2,/1/1/L1,preFecBer,min,4.93E-05,3,191800000,1,2000/1/4 05:00,A,ot1
T3,/1/2/L1,preFecBer,avg,0.000736,6,191500000,2,2000/1/4 05:00,A,ot1
T3,/1/4/L1,preFecBer,avg,0.000856,4,191700000,2,2000/1/4 05:00,A,ot1
T3,/1/6/L1,preFecBer,avg,0.000529,5,191900000,2,2000/1/4 05:00,A,ot1
T3,/1/2/L1,preFecBer,instant,0.000739,6,191500000,2,2000/1/4 05:00,A,ot1
T3,/1/4/L1,preFecBer,instant,0.000853,4,191700000,2,2000/1/4 05:00,A,ot1
T3,/1/6/L1,preFecBer,instant,0.000523,5,191900000,2,2000/1/4 05:00,A,ot1
T3,/1/2/L1,preFecBer,max,0.000757,6,191500000,2,2000/1/4 05:00,A,ot1
T3,/1/4/L1,preFecBer,max,0.000903,4,191700000,2,2000/1/4 05:00,A,ot1
T3,/1/6/L1,preFecBer,max,0.000558,5,191900000,2,2000/1/4 05:00,A,ot1
T3,/1/2/L1,preFecBer,min,0.000711,6,191500000,2,2000/1/4 05:00,A,ot1
T3,/1/4/L1,preFecBer,min,0.000813,4,191700000,2,2000/1/4 05:00,A,ot1
T3,/1/6/L1,preFecBer,min,0.000506,5,191900000,2,2000/1/4 05:00,A,ot1
T3,/1/1/L1,preFecBer,avg,0.0012,1,191400000,1,2000/1/4 06:00,Z,ot1
T3,/1/3/L1,preFecBer,avg,0.00157,2,191600000,1,2000/1/4 06:00,Z,ot1
T3,/1/5/L1,preFecBer,avg,0.00167,3,191800000,1,2000/1/4 06:00,Z,ot1
T3,/1/1/L1,preFecBer,instant,0.0012,1,191400000,1,2000/1/4 06:00,Z,ot1
T3,/1/3/L1,preFecBer,instant,0.00157,2,191600000,1,2000/1/4 06:00,Z,ot1
T3,/1/5/L1,preFecBer,instant,0.00168,3,191800000,1,2000/1/4 06:00,Z,ot1
T3,/1/1/L1,preFecBer,max,0.00123,1,191400000,1,2000/1/4 06:00,Z,ot1
T3,/1/3/L1,preFecBer,max,0.00161,2,191600000,1,2000/1/4 06:00,Z,ot1
T3,/1/5/L1,preFecBer,max,0.00173,3,191800000,1,2000/1/4 06:00,Z,ot1
T3,/1/1/L1,preFecBer,min,0.00117,1,191400000,1,2000/1/4 06:00,Z,ot1
T3,/1/3/L1,preFecBer,min,0.00154,2,191600000,1,2000/1/4 06:00,Z,ot1
T3,/1/5/L1,preFecBer,min,0.00162,3,191800000,1,2000/1/4 06:00,Z,ot1
T4,/1/1/L1,preFecBer,avg,2.57E-05,6,191500000,2,2000/1/4 06:00,Z,ot1
T4,/1/2/L1,preFecBer,avg,2.89E-05,4,191700000,2,2000/1/4 06:00,Z,ot1
T4,/1/3/L1,preFecBer,avg,1.85E-05,5,191900000,2,2000/1/4 06:00,Z,ot1
T4,/1/1/L1,preFecBer,instant,2.58E-05,6,191500000,2,2000/1/4 06:00,Z,ot1
T4,/1/2/L1,preFecBer,instant,2.90E-05,4,191700000,2,2000/1/4 06:00,Z,ot1
T4,/1/3/L1,preFecBer,instant,1.90E-05,5,191900000,2,2000/1/4 06:00,Z,ot1
T4,/1/1/L1,preFecBer,max,2.67E-05,6,191500000,2,2000/1/4 06:00,Z,ot1
T4,/1/2/L1,preFecBer,max,2.97E-05,4,191700000,2,2000/1/4 06:00,Z,ot1
T4,/1/3/L1,preFecBer,max,1.93E-05,5,191900000,2,2000/1/4 06:00,Z,ot1
T4,/1/1/L1,preFecBer,min,2.44E-05,6,191500000,2,2000/1/4 06:00,Z,ot1
T4,/1/2/L1,preFecBer,min,2.80E-05,4,191700000,2,2000/1/4 06:00,Z,ot1
T4,/1/3/L1,preFecBer,min,1.77E-05,5,191900000,2,2000/1/4 06:00,Z,ot1
T1,/1/4/L1,preFecBer,avg,5.60E-05,2,191600000,1,2000/1/4 06:00,A,ot1
T1,/1/6/L1,preFecBer,avg,6.01E-05,1,191400000,1,2000/1/4 06:00,A,ot1
T1,/1/4/L1,preFecBer,instant,5.72E-05,2,191600000,1,2000/1/4 06:00,A,ot1
T1,/1/6/L1,preFecBer,instant,6.04E-05,1,191400000,1,2000/1/4 06:00,A,ot1
T1,/1/4/L1,preFecBer,max,5.80E-05,2,191600000,1,2000/1/4 06:00,A,ot1
T1,/1/6/L1,preFecBer,max,6.20E-05,1,191400000,1,2000/1/4 06:00,A,ot1
T1,/1/4/L1,preFecBer,min,5.37E-05,2,191600000,1,2000/1/4 06:00,A,ot1
T1,/1/6/L1,preFecBer,min,5.86E-05,1,191400000,1,2000/1/4 06:00,A,ot1
T2,/1/1/L1,preFecBer,avg,5.08E-05,3,191800000,1,2000/1/4 06:00,A,ot1
T2,/1/1/L1,preFecBer,instant,5.26E-05,3,191800000,1,2000/1/4 06:00,A,ot1
T2,/1/1/L1,preFecBer,max,5.28E-05,3,191800000,1,2000/1/4 06:00,A,ot1
T2,/1/1/L1,preFecBer,min,4.89E-05,3,191800000,1,2000/1/4 06:00,A,ot1
T3,/1/2/L1,preFecBer,avg,0.000714,6,191500000,2,2000/1/4 06:00,A,ot1
T3,/1/4/L1,preFecBer,avg,0.000846,4,191700000,2,2000/1/4 06:00,A,ot1
